Customer_ID,Subscription,Monthly_Fee,Spending_Category,Monthly_Spending,Cancel_Probability
CUSTS-1500,Amazon Prime,22.97,Utilities,215.25,0.87
CUSTS-6607,PlayStation Plus,23.5,Shopping,223.85,0.91
CUSTS-2291,Disney+,29.43,Utilities,187.01,0.07
CUSTS-1335,Adobe Creative Cloud,9.3,Entertainment,231.49,0.45
CUSTS-8458,Amazon Prime,27.42,Utilities,371.34,0.63
CUSTS-2821,Spotify,22.41,Healthcare,122.9,0.18
CUSTS-3449,Apple Music,21.43,Entertainment,384.92,0.73
CUSTS-2604,Spotify,29.35,Utilities,431.95,0.48
CUSTS-2388,PlayStation Plus,11.23,Entertainment,210.52,0.71
CUSTS-1394,Apple Music,28.61,Education,483.22,0.82
CUSTS-2894,Amazon Prime,11.91,Travel,326.74,0.43
CUSTS-9375,Disney+,28.44,Travel,167.08,0.74
CUSTS-6341,Amazon Prime,18.08,Healthcare,304.36,0.18
CUSTS-2480,Apple Music,23.16,Shopping,468.98,0.88
CUSTS-2416,Netflix,27.4,Healthcare,208.25,0.82
CUSTS-4731,Apple Music,29.83,Entertainment,335.87,0.11
CUSTS-7241,PlayStation Plus,10.91,Shopping,95.27,0.62
CUSTS-5658,Netflix,25.93,Travel,177.15,0.12
CUSTS-5736,Netflix,14.47,Utilities,240.93,0.52
CUSTS-9982,Amazon Prime,19.2,Travel,329.89,0.81
CUSTS-5701,PlayStation Plus,27.43,Food,444.23,0.24
CUSTS-2798,Disney+,20.93,Healthcare,445.41,0.98
CUSTS-3164,PlayStation Plus,25.2,Shopping,360.83,0.78
CUSTS-2026,Spotify,21.6,Food,188.0,0.65
CUSTS-7035,Apple Music,23.42,Food,336.75,0.19
CUSTS-2578,Hulu,24.72,Travel,102.81,0.89
CUSTS-9073,Netflix,22.65,Shopping,333.71,0.7
CUSTS-5151,Amazon Prime,6.59,Utilities,192.06,0.92
CUSTS-1928,Amazon Prime,8.39,Utilities,357.35,0.97
CUSTS-2176,Adobe Creative Cloud,19.41,Education,245.96,0.56
CUSTS-5264,Hulu,27.66,Utilities,374.89,0.99
CUSTS-4909,Hulu,26.91,Shopping,188.33,0.92
CUSTS-1511,Netflix,11.78,Travel,438.89,0.79
CUSTS-3144,Amazon Prime,17.7,Shopping,369.57,0.32
CUSTS-4378,Apple Music,14.76,Utilities,81.92,0.87
CUSTS-6916,Spotify,22.41,Food,422.73,0.81
CUSTS-1523,Disney+,6.64,Food,351.6,0.65
CUSTS-4900,Netflix,8.93,Travel,263.59,0.51
CUSTS-4953,Adobe Creative Cloud,25.61,Healthcare,374.86,0.44
CUSTS-3554,Netflix,9.14,Education,293.07,0.13
CUSTS-3894,Apple Music,5.64,Utilities,192.35,0.7
CUSTS-2953,Disney+,21.38,Healthcare,325.62,0.72
CUSTS-4532,Apple Music,9.52,Food,497.85,0.1
CUSTS-3461,Hulu,6.97,Food,451.71,0.57
CUSTS-2488,Hulu,25.97,Travel,488.0,0.49
CUSTS-5235,Disney+,14.49,Shopping,102.42,0.1
CUSTS-4562,PlayStation Plus,6.87,Travel,454.53,0.05
CUSTS-9095,Apple Music,22.72,Healthcare,270.75,0.87
CUSTS-3392,Hulu,25.15,Healthcare,491.18,0.37
CUSTS-6189,Spotify,23.2,Utilities,441.19,0.7
CUSTS-3766,Apple Music,28.47,Education,370.56,0.51
CUSTS-5577,Spotify,7.6,Utilities,314.53,0.09
CUSTS-3725,Spotify,13.25,Education,258.37,0.58
CUSTS-7875,Spotify,21.94,Education,440.65,0.87
CUSTS-2782,Spotify,25.71,Education,249.94,0.76
CUSTS-8258,Spotify,8.75,Shopping,138.3,0.47
CUSTS-4705,Adobe Creative Cloud,20.56,Food,469.19,0.98
CUSTS-7605,PlayStation Plus,14.84,Education,242.21,0.8
CUSTS-1494,Amazon Prime,20.66,Entertainment,259.64,0.32
CUSTS-7163,Netflix,16.47,Utilities,390.7,0.47
CUSTS-3770,Spotify,24.9,Food,437.49,0.66
CUSTS-8480,Hulu,21.29,Entertainment,331.04,0.87
CUSTS-8865,PlayStation Plus,13.11,Food,265.3,0.1
CUSTS-2924,Hulu,27.7,Education,181.57,0.83
CUSTS-2260,Disney+,8.58,Utilities,187.89,0.89
CUSTS-8491,Spotify,12.24,Travel,324.38,0.6
CUSTS-4706,Spotify,15.84,Healthcare,185.54,0.33
CUSTS-6490,Netflix,18.35,Utilities,123.19,0.37
CUSTS-7480,PlayStation Plus,5.56,Entertainment,175.02,0.15
CUSTS-9527,Disney+,28.54,Shopping,160.71,0.7
CUSTS-1308,Amazon Prime,23.17,Education,263.15,0.45
CUSTS-9778,Hulu,28.05,Entertainment,125.37,0.03
CUSTS-1749,PlayStation Plus,18.7,Education,369.0,0.54
CUSTS-2018,Netflix,15.34,Education,263.56,0.02
CUSTS-1594,Spotify,29.94,Food,145.08,0.24
CUSTS-7128,Netflix,8.13,Education,119.3,0.95
CUSTS-6593,Amazon Prime,19.34,Food,325.12,0.42
CUSTS-3093,PlayStation Plus,29.88,Utilities,62.81,0.42
CUSTS-9523,Amazon Prime,24.63,Travel,267.2,0.4
CUSTS-4369,Spotify,27.74,Entertainment,221.31,0.51
CUSTS-3214,Disney+,16.48,Travel,481.81,0.78
CUSTS-8488,Netflix,15.22,Travel,53.55,0.98
CUSTS-6168,Disney+,25.46,Entertainment,465.68,0.31
CUSTS-8402,Adobe Creative Cloud,16.66,Food,192.38,0.49
CUSTS-5382,Disney+,26.81,Utilities,238.31,0.28
CUSTS-7483,Adobe Creative Cloud,6.81,Entertainment,489.77,0.79
CUSTS-4856,PlayStation Plus,13.99,Utilities,364.11,0.93
CUSTS-1666,Disney+,29.73,Utilities,464.38,0.08
CUSTS-2376,Hulu,18.89,Healthcare,228.89,0.22
CUSTS-5001,Spotify,29.28,Shopping,324.4,0.43
CUSTS-2496,Adobe Creative Cloud,28.8,Entertainment,114.62,0.35
CUSTS-7921,Disney+,17.7,Healthcare,487.62,0.06
CUSTS-7006,Disney+,12.92,Entertainment,257.34,0.63
CUSTS-6025,PlayStation Plus,14.75,Travel,118.72,0.3
CUSTS-5623,Hulu,5.73,Education,310.47,0.12
CUSTS-8244,Disney+,25.19,Food,330.89,0.73
CUSTS-7142,Netflix,18.26,Food,347.79,0.14
CUSTS-5065,Disney+,10.01,Food,458.66,0.45
CUSTS-2385,PlayStation Plus,13.52,Healthcare,278.17,0.19
CUSTS-6317,Spotify,20.97,Shopping,189.43,0.85
CUSTS-5838,Apple Music,12.31,Entertainment,195.66,0.57
CUSTS-4572,Amazon Prime,22.84,Education,176.98,0.75
CUSTS-7266,PlayStation Plus,16.22,Shopping,282.47,0.53
CUSTS-5220,Netflix,16.25,Healthcare,124.51,0.89
CUSTS-9123,Adobe Creative Cloud,19.92,Food,200.29,0.14
CUSTS-7282,Disney+,15.56,Travel,140.42,0.24
CUSTS-5793,Amazon Prime,7.72,Travel,119.88,0.38
CUSTS-5895,Spotify,5.76,Utilities,357.87,0.5
CUSTS-6081,Netflix,6.94,Food,498.18,0.91
CUSTS-6258,Disney+,9.13,Healthcare,98.17,0.52
CUSTS-2973,Apple Music,7.58,Entertainment,436.07,0.73
CUSTS-5707,Spotify,13.89,Education,265.57,0.41
CUSTS-8479,Apple Music,29.8,Entertainment,263.76,0.03
CUSTS-3714,PlayStation Plus,12.06,Utilities,476.29,0.87
CUSTS-3596,PlayStation Plus,26.03,Travel,416.56,0.55
CUSTS-7107,Netflix,23.39,Utilities,390.58,0.32
CUSTS-8843,Adobe Creative Cloud,24.42,Utilities,116.27,0.51
CUSTS-9043,Apple Music,16.05,Shopping,189.04,0.37
CUSTS-2804,PlayStation Plus,11.97,Shopping,87.82,0.61
CUSTS-4944,Hulu,13.83,Food,143.86,0.82
CUSTS-8718,Apple Music,19.64,Travel,102.88,0.76
CUSTS-7192,Apple Music,20.03,Food,458.02,0.46
CUSTS-1698,Disney+,15.43,Food,461.19,0.95
CUSTS-2151,Spotify,22.35,Travel,326.82,0.25
CUSTS-5937,Hulu,24.33,Utilities,353.85,0.19
CUSTS-6348,Spotify,19.84,Entertainment,214.17,0.14
CUSTS-8895,Netflix,14.05,Travel,279.21,0.61
CUSTS-2472,Amazon Prime,18.93,Utilities,416.35,0.05
CUSTS-6657,Spotify,29.63,Healthcare,181.91,0.98
CUSTS-1601,Spotify,27.76,Travel,79.62,0.59
CUSTS-9566,Spotify,23.66,Entertainment,78.4,0.28
CUSTS-9302,Apple Music,25.62,Food,68.85,0.87
CUSTS-2193,Apple Music,26.47,Entertainment,227.34,0.07
CUSTS-4353,Amazon Prime,27.19,Entertainment,122.19,0.37
CUSTS-1549,Hulu,8.43,Education,152.89,0.61
CUSTS-9153,Amazon Prime,23.88,Travel,416.97,0.47
CUSTS-9787,Netflix,21.16,Utilities,186.1,0.87
CUSTS-3196,Apple Music,13.01,Education,64.7,0.06
CUSTS-1013,Adobe Creative Cloud,17.9,Entertainment,202.77,0.78
CUSTS-6379,Amazon Prime,24.02,Food,472.13,0.71
CUSTS-3357,Adobe Creative Cloud,19.7,Shopping,395.17,0.1
CUSTS-8211,Netflix,11.39,Entertainment,162.95,0.69
CUSTS-1668,Apple Music,16.37,Travel,113.41,0.19
CUSTS-2099,Apple Music,26.5,Utilities,429.22,0.02
CUSTS-7421,Apple Music,24.96,Travel,282.05,0.65
CUSTS-7440,Hulu,8.51,Utilities,303.25,0.53
CUSTS-9116,Apple Music,13.65,Travel,240.32,0.48
CUSTS-5835,Amazon Prime,16.0,Food,283.57,0.1
CUSTS-3433,Apple Music,25.58,Travel,115.18,0.83
CUSTS-1731,Adobe Creative Cloud,29.68,Shopping,107.99,0.71
CUSTS-6581,Adobe Creative Cloud,19.57,Education,94.06,0.99
CUSTS-7850,Disney+,13.81,Healthcare,435.22,0.81
CUSTS-4227,Disney+,26.03,Utilities,404.94,0.99
CUSTS-5400,Apple Music,28.91,Utilities,433.01,0.53
CUSTS-1331,Hulu,15.65,Healthcare,89.58,0.83
CUSTS-8568,Amazon Prime,11.57,Utilities,225.12,0.66
CUSTS-3550,Adobe Creative Cloud,6.85,Food,158.21,0.14
CUSTS-1087,Amazon Prime,8.47,Entertainment,431.6,0.44
CUSTS-1241,PlayStation Plus,13.31,Education,227.79,0.18
CUSTS-7540,Hulu,7.1,Healthcare,408.11,0.39
CUSTS-7267,Amazon Prime,14.02,Utilities,481.1,0.62
CUSTS-7393,Apple Music,11.08,Education,336.26,0.28
CUSTS-9014,Hulu,13.68,Utilities,342.43,0.33
CUSTS-6314,PlayStation Plus,10.85,Shopping,378.47,0.29
CUSTS-4657,Netflix,9.28,Healthcare,390.03,0.29
CUSTS-9002,Adobe Creative Cloud,18.49,Food,268.44,0.08
CUSTS-5869,Disney+,17.34,Entertainment,337.91,0.02
CUSTS-6864,Netflix,12.84,Food,394.38,0.8
CUSTS-2685,Amazon Prime,23.91,Food,430.53,0.79
CUSTS-1010,Adobe Creative Cloud,18.92,Travel,307.02,0.36
CUSTS-5051,Disney+,11.33,Education,449.26,0.06
CUSTS-4632,Apple Music,20.31,Education,230.09,0.95
CUSTS-9367,Disney+,28.2,Food,465.31,0.96
CUSTS-3829,PlayStation Plus,19.65,Education,84.56,0.65
CUSTS-1816,Spotify,15.2,Shopping,403.31,0.34
CUSTS-6299,PlayStation Plus,25.5,Travel,318.99,0.71
CUSTS-1419,Adobe Creative Cloud,20.47,Entertainment,124.69,0.53
CUSTS-4979,Netflix,17.66,Education,479.94,0.96
CUSTS-8020,Adobe Creative Cloud,27.48,Education,302.64,0.41
CUSTS-6827,Spotify,19.41,Education,413.39,0.29
CUSTS-7166,Amazon Prime,15.0,Utilities,62.84,0.68
CUSTS-8870,PlayStation Plus,15.62,Shopping,272.09,0.64
CUSTS-5333,Disney+,25.13,Travel,425.08,0.03
CUSTS-2956,Spotify,29.95,Travel,317.91,0.59
CUSTS-2731,PlayStation Plus,29.93,Utilities,301.42,0.97
CUSTS-6012,Disney+,16.77,Travel,270.01,0.13
CUSTS-3631,Amazon Prime,19.25,Education,171.73,0.66
CUSTS-4836,Hulu,5.37,Travel,178.06,0.91
CUSTS-1728,Disney+,23.68,Healthcare,234.48,0.22
CUSTS-7357,Spotify,23.34,Healthcare,359.33,0.32
CUSTS-3884,Apple Music,12.6,Travel,72.93,0.72
CUSTS-4236,Adobe Creative Cloud,25.3,Shopping,150.67,0.25
CUSTS-2678,Adobe Creative Cloud,19.63,Healthcare,434.17,0.12
CUSTS-4810,Disney+,27.62,Food,344.64,0.47
CUSTS-8922,Netflix,8.76,Entertainment,161.43,0.02
CUSTS-1972,Spotify,29.64,Healthcare,436.92,0.85
CUSTS-7283,Disney+,25.76,Entertainment,239.71,0.79
CUSTS-2454,Disney+,26.13,Education,73.28,0.48
CUSTS-7511,Netflix,15.44,Entertainment,353.06,0.46
CUSTS-8531,Amazon Prime,5.7,Shopping,365.75,0.04
CUSTS-2164,Disney+,15.69,Shopping,365.33,0.72
CUSTS-7059,Spotify,7.77,Food,494.06,0.95
CUSTS-6919,Apple Music,24.67,Entertainment,382.45,0.06
CUSTS-6777,PlayStation Plus,19.84,Education,216.41,0.2
CUSTS-6860,Apple Music,13.42,Travel,385.99,0.19
CUSTS-2109,Netflix,5.29,Food,216.88,0.95
CUSTS-1732,Netflix,19.19,Education,221.26,0.3
CUSTS-6825,PlayStation Plus,24.64,Utilities,458.38,0.35
CUSTS-4704,Adobe Creative Cloud,9.22,Entertainment,236.05,0.71
CUSTS-5132,Adobe Creative Cloud,24.75,Education,365.0,0.38
CUSTS-6149,Adobe Creative Cloud,23.53,Healthcare,432.06,0.46
CUSTS-1009,Apple Music,25.73,Entertainment,135.4,0.01
CUSTS-5905,Apple Music,21.77,Travel,427.91,0.54
CUSTS-9770,Netflix,12.37,Education,306.02,0.26
CUSTS-3090,Netflix,13.33,Utilities,435.98,0.53
CUSTS-8947,Apple Music,20.69,Food,197.15,0.79
CUSTS-3959,Apple Music,6.23,Healthcare,366.08,0.9
CUSTS-7557,Apple Music,23.97,Shopping,195.34,0.76
CUSTS-9813,Hulu,21.8,Food,53.74,0.67
CUSTS-1559,Apple Music,24.51,Education,195.55,0.03
CUSTS-1924,Apple Music,16.78,Travel,370.35,0.06
CUSTS-6708,Apple Music,21.23,Shopping,67.1,0.04
CUSTS-9349,Apple Music,19.84,Travel,388.81,0.08
CUSTS-1921,Spotify,26.81,Utilities,445.3,0.05
CUSTS-7457,Hulu,24.35,Utilities,132.3,0.69
CUSTS-4302,PlayStation Plus,6.73,Education,370.93,0.86
CUSTS-1116,Adobe Creative Cloud,7.68,Shopping,259.66,0.29
CUSTS-9608,PlayStation Plus,26.01,Food,498.09,0.87
CUSTS-1373,Apple Music,8.26,Entertainment,360.79,0.51
CUSTS-7204,Adobe Creative Cloud,10.76,Healthcare,478.13,0.22
CUSTS-5360,Spotify,26.41,Utilities,207.67,0.36
CUSTS-3191,Adobe Creative Cloud,20.11,Utilities,205.5,0.89
CUSTS-7622,Apple Music,22.51,Healthcare,463.02,0.87
CUSTS-7562,PlayStation Plus,23.12,Healthcare,195.1,0.37
CUSTS-4890,Hulu,28.45,Entertainment,284.09,0.01
CUSTS-5921,Hulu,9.66,Travel,320.28,0.37
CUSTS-3482,Hulu,21.95,Healthcare,424.14,0.29
CUSTS-5879,Hulu,19.76,Education,54.69,0.13
CUSTS-8056,Hulu,26.65,Healthcare,140.32,0.46
CUSTS-6275,PlayStation Plus,12.01,Shopping,451.28,0.94
CUSTS-6497,Disney+,21.64,Healthcare,442.01,0.76
CUSTS-2495,Adobe Creative Cloud,22.72,Shopping,87.07,0.46
CUSTS-3583,Apple Music,25.09,Entertainment,110.87,0.15
CUSTS-4903,Adobe Creative Cloud,14.64,Entertainment,390.39,0.2
CUSTS-5229,Apple Music,5.75,Education,351.49,0.74
CUSTS-9026,Apple Music,19.54,Healthcare,389.6,0.66
CUSTS-9461,Spotify,8.28,Travel,59.16,0.59
CUSTS-3120,Disney+,21.2,Shopping,464.36,0.68
CUSTS-4598,Amazon Prime,6.39,Utilities,443.05,0.94
CUSTS-8438,Hulu,18.03,Travel,134.81,0.6
CUSTS-7429,Disney+,27.89,Food,215.32,0.13
CUSTS-7308,Apple Music,5.79,Shopping,309.2,1.0
CUSTS-9108,Apple Music,29.56,Travel,247.56,0.39
CUSTS-7820,Amazon Prime,7.03,Entertainment,443.2,0.04
CUSTS-1766,Hulu,24.01,Utilities,198.3,0.17
CUSTS-3797,PlayStation Plus,9.44,Travel,80.45,0.82
CUSTS-4423,Spotify,6.32,Shopping,314.88,0.32
CUSTS-9599,Hulu,6.94,Healthcare,324.61,0.84
CUSTS-8251,Spotify,9.03,Entertainment,249.62,0.66
CUSTS-5890,Amazon Prime,26.01,Entertainment,273.96,0.43
CUSTS-2239,Spotify,11.86,Shopping,364.75,0.04
CUSTS-8499,Apple Music,21.76,Entertainment,231.71,0.74
CUSTS-4604,PlayStation Plus,18.24,Education,414.13,0.85
CUSTS-2569,PlayStation Plus,20.15,Education,117.82,0.04
CUSTS-7349,Apple Music,12.87,Utilities,162.46,0.79
CUSTS-3085,Spotify,28.32,Travel,188.97,0.52
CUSTS-1242,Hulu,29.78,Education,358.99,0.58
CUSTS-9659,Netflix,29.04,Healthcare,135.07,0.81
CUSTS-2888,Disney+,9.32,Food,494.72,0.63
CUSTS-3258,Adobe Creative Cloud,15.49,Healthcare,440.17,0.61
CUSTS-4707,Hulu,21.17,Food,175.24,0.95
CUSTS-1879,Disney+,15.04,Healthcare,450.84,0.44
CUSTS-7665,PlayStation Plus,24.36,Entertainment,161.69,0.36
CUSTS-4068,Netflix,13.37,Education,366.2,0.74
CUSTS-9590,PlayStation Plus,8.42,Healthcare,471.49,0.75
CUSTS-3737,Spotify,13.73,Shopping,50.72,0.09
CUSTS-3365,Adobe Creative Cloud,16.38,Education,75.02,0.16
CUSTS-4768,Apple Music,23.94,Shopping,234.11,0.65
CUSTS-4625,Spotify,20.33,Entertainment,497.66,0.36
CUSTS-6458,Amazon Prime,29.91,Shopping,235.95,0.77
CUSTS-3189,Apple Music,10.64,Shopping,84.76,0.03
CUSTS-8134,PlayStation Plus,5.75,Entertainment,423.41,0.94
CUSTS-7456,Netflix,5.95,Food,491.82,0.97
CUSTS-5192,Netflix,19.29,Entertainment,104.62,0.77
CUSTS-9421,Hulu,24.09,Travel,112.57,0.59
CUSTS-3952,Netflix,18.58,Education,362.61,0.15
CUSTS-4091,Amazon Prime,14.56,Healthcare,76.22,0.09
CUSTS-8338,PlayStation Plus,16.45,Travel,478.61,0.77
CUSTS-8138,Netflix,13.52,Utilities,179.43,0.36
CUSTS-4536,Amazon Prime,23.0,Healthcare,334.55,0.62
CUSTS-9802,Hulu,19.16,Travel,216.35,0.32
CUSTS-6245,Netflix,25.84,Healthcare,104.42,0.54
CUSTS-5707,Adobe Creative Cloud,22.31,Entertainment,112.55,0.14
CUSTS-1806,Disney+,9.6,Food,485.01,0.76
CUSTS-5986,Spotify,23.2,Healthcare,109.14,0.94
CUSTS-1906,Netflix,27.08,Travel,468.22,0.37
CUSTS-1017,Spotify,22.7,Entertainment,262.34,0.42
CUSTS-3121,Apple Music,5.21,Healthcare,342.46,0.79
CUSTS-1264,PlayStation Plus,14.54,Education,463.42,0.68
CUSTS-2872,Adobe Creative Cloud,17.83,Travel,202.22,0.86
CUSTS-3190,Amazon Prime,12.75,Travel,420.48,0.97
CUSTS-1313,Hulu,5.42,Entertainment,130.49,0.55
CUSTS-3978,Adobe Creative Cloud,23.5,Healthcare,473.98,0.08
CUSTS-7037,PlayStation Plus,29.77,Entertainment,406.82,0.16
CUSTS-8838,Hulu,19.84,Entertainment,56.37,0.81
CUSTS-1172,Hulu,29.38,Entertainment,215.99,0.9
CUSTS-8377,Spotify,27.48,Education,240.37,0.97
CUSTS-2622,Amazon Prime,20.23,Entertainment,401.47,0.19
CUSTS-5224,Netflix,6.32,Healthcare,434.49,0.28
CUSTS-8996,Spotify,22.45,Entertainment,181.16,0.45
CUSTS-4689,Spotify,27.02,Entertainment,157.48,0.78
CUSTS-9385,PlayStation Plus,15.67,Education,286.18,0.93
CUSTS-1209,Adobe Creative Cloud,21.57,Shopping,247.96,0.07
CUSTS-5395,Apple Music,20.47,Shopping,106.51,0.27
CUSTS-8974,Spotify,25.33,Shopping,353.52,0.24
CUSTS-2107,Apple Music,9.18,Food,109.79,1.0
CUSTS-2150,Adobe Creative Cloud,25.85,Utilities,467.56,0.74
CUSTS-3700,Disney+,7.76,Food,330.7,0.61
CUSTS-9667,Spotify,28.99,Education,179.52,0.62
CUSTS-8740,Spotify,19.17,Healthcare,109.0,0.48
CUSTS-3845,Adobe Creative Cloud,19.44,Healthcare,330.53,0.78
CUSTS-5260,Hulu,19.74,Shopping,188.22,0.56
CUSTS-8323,Apple Music,22.58,Healthcare,390.89,0.44
CUSTS-3532,Spotify,7.75,Food,126.49,0.75
CUSTS-6982,Adobe Creative Cloud,27.07,Shopping,449.82,0.73
CUSTS-4041,Spotify,5.14,Utilities,256.9,0.0
CUSTS-5923,Amazon Prime,27.3,Healthcare,475.45,0.38
CUSTS-8766,Hulu,29.13,Education,205.79,0.46
CUSTS-1131,Adobe Creative Cloud,26.01,Utilities,167.35,0.53
CUSTS-7186,Adobe Creative Cloud,25.58,Travel,442.44,0.9
CUSTS-3509,Spotify,12.91,Education,385.64,0.86
CUSTS-9013,Spotify,8.76,Utilities,483.78,0.56
CUSTS-1178,Disney+,7.86,Healthcare,128.1,0.54
CUSTS-6700,Hulu,19.99,Shopping,270.44,0.94
CUSTS-3320,PlayStation Plus,16.97,Food,320.91,0.56
CUSTS-1584,Spotify,11.01,Utilities,133.78,0.24
CUSTS-6834,Netflix,7.38,Shopping,229.1,0.62
CUSTS-2001,Adobe Creative Cloud,13.52,Education,411.67,0.43
CUSTS-9691,Adobe Creative Cloud,19.74,Travel,62.62,0.51
CUSTS-8158,Spotify,28.92,Entertainment,360.66,0.84
CUSTS-7212,Apple Music,22.33,Utilities,169.98,0.74
CUSTS-8955,Disney+,9.53,Healthcare,101.24,0.14
CUSTS-9528,Adobe Creative Cloud,12.85,Education,418.89,0.38
CUSTS-7264,Disney+,11.51,Entertainment,434.27,0.28
CUSTS-2199,Adobe Creative Cloud,20.97,Food,364.94,0.96
CUSTS-9536,Amazon Prime,8.56,Utilities,155.21,0.64
CUSTS-8899,Adobe Creative Cloud,27.76,Shopping,466.04,0.36
CUSTS-6617,Disney+,8.96,Education,249.32,1.0
CUSTS-3261,Amazon Prime,8.46,Travel,160.24,0.83
CUSTS-7863,Apple Music,29.41,Healthcare,176.17,0.65
CUSTS-8837,PlayStation Plus,28.27,Utilities,462.71,0.57
CUSTS-9980,PlayStation Plus,25.77,Shopping,215.51,0.35
CUSTS-3297,Adobe Creative Cloud,7.69,Food,193.9,0.8
CUSTS-5854,PlayStation Plus,12.8,Education,254.96,0.04
CUSTS-9846,Hulu,14.44,Healthcare,336.38,0.6
CUSTS-4472,Spotify,7.23,Utilities,254.1,0.21
CUSTS-7105,Amazon Prime,18.28,Food,186.79,0.91
CUSTS-4499,Netflix,25.17,Healthcare,267.4,0.86
CUSTS-5104,Apple Music,9.08,Entertainment,304.69,0.47
CUSTS-4093,Amazon Prime,9.84,Education,150.54,0.16
CUSTS-6325,Amazon Prime,10.13,Food,496.42,0.2
CUSTS-7683,PlayStation Plus,23.1,Food,450.98,0.91
CUSTS-4257,Amazon Prime,11.03,Food,373.28,0.54
CUSTS-3036,Spotify,13.68,Healthcare,388.85,0.04
CUSTS-9963,Hulu,23.41,Education,319.82,0.45
CUSTS-8073,Adobe Creative Cloud,29.61,Utilities,413.1,0.59
CUSTS-2535,Netflix,7.32,Utilities,241.37,0.48
CUSTS-2626,PlayStation Plus,5.11,Travel,397.21,0.44
CUSTS-6303,PlayStation Plus,12.32,Utilities,143.43,0.57
CUSTS-7654,Spotify,12.27,Shopping,346.78,0.78
CUSTS-5714,Amazon Prime,12.44,Healthcare,394.99,0.65
CUSTS-1012,PlayStation Plus,9.62,Shopping,69.1,0.44
CUSTS-2773,Apple Music,5.78,Entertainment,363.5,0.69
CUSTS-5068,Hulu,19.52,Entertainment,139.53,0.63
CUSTS-8888,Amazon Prime,26.11,Food,240.89,0.03
CUSTS-4337,Hulu,23.8,Healthcare,286.42,0.23
CUSTS-2873,Hulu,14.27,Healthcare,213.16,0.25
CUSTS-9840,PlayStation Plus,11.35,Education,140.77,0.91
CUSTS-5535,Spotify,12.29,Food,59.31,0.32
CUSTS-2545,Amazon Prime,19.86,Healthcare,431.28,0.12
CUSTS-5319,Spotify,5.28,Healthcare,463.97,0.66
CUSTS-4080,Amazon Prime,9.36,Utilities,263.28,0.35
CUSTS-5263,Spotify,19.55,Travel,211.76,0.62
CUSTS-5031,Netflix,18.43,Shopping,346.5,0.62
CUSTS-5153,Disney+,14.27,Food,328.41,0.44
CUSTS-8268,PlayStation Plus,7.58,Food,220.49,0.25
CUSTS-4641,Amazon Prime,12.9,Shopping,197.82,0.45
CUSTS-7112,Adobe Creative Cloud,24.33,Food,221.34,0.11
CUSTS-2438,Amazon Prime,9.65,Utilities,254.94,0.22
CUSTS-2030,Adobe Creative Cloud,18.43,Healthcare,354.7,0.83
CUSTS-5997,PlayStation Plus,12.72,Shopping,314.73,0.37
CUSTS-8231,Adobe Creative Cloud,24.25,Food,197.87,0.11
CUSTS-8428,PlayStation Plus,28.12,Entertainment,369.94,0.08
CUSTS-7216,Hulu,27.37,Entertainment,495.44,0.12
CUSTS-3311,Apple Music,27.56,Shopping,457.31,0.16
CUSTS-3390,Amazon Prime,18.64,Food,310.96,0.41
CUSTS-7933,Amazon Prime,22.15,Healthcare,91.66,0.64
CUSTS-7918,Disney+,26.12,Healthcare,151.2,0.41
CUSTS-6808,Disney+,16.84,Shopping,242.33,0.46
CUSTS-6585,Spotify,10.84,Shopping,254.33,0.08
CUSTS-6631,PlayStation Plus,16.98,Travel,204.46,0.52
CUSTS-4795,Netflix,8.37,Food,441.44,0.97
CUSTS-3968,Disney+,23.91,Education,350.9,0.24
CUSTS-5636,PlayStation Plus,18.34,Travel,287.84,0.52
CUSTS-8899,Amazon Prime,8.75,Healthcare,387.44,0.55
CUSTS-4601,Apple Music,25.26,Entertainment,213.53,0.22
CUSTS-3426,Disney+,24.57,Healthcare,86.54,0.12
CUSTS-1166,Netflix,5.22,Food,303.83,0.16
CUSTS-5426,Spotify,16.17,Entertainment,221.7,0.34
CUSTS-3180,PlayStation Plus,18.29,Travel,357.36,0.56
CUSTS-4581,Spotify,14.33,Education,225.44,0.05
CUSTS-8737,Adobe Creative Cloud,8.59,Entertainment,217.6,0.86
CUSTS-6825,PlayStation Plus,11.12,Travel,360.91,0.32
CUSTS-4760,Apple Music,29.21,Healthcare,92.58,0.03
CUSTS-5737,Adobe Creative Cloud,7.68,Healthcare,82.55,0.85
CUSTS-5616,Disney+,7.16,Shopping,425.09,0.53
CUSTS-6954,Spotify,15.99,Healthcare,161.94,0.31
CUSTS-5402,Amazon Prime,28.4,Healthcare,492.05,0.53
CUSTS-6351,Apple Music,22.58,Shopping,213.46,0.33
CUSTS-8116,Apple Music,9.72,Food,282.46,0.55
CUSTS-6842,Spotify,5.97,Utilities,448.15,0.29
CUSTS-1868,Adobe Creative Cloud,28.72,Utilities,475.91,0.19
CUSTS-9096,Netflix,23.04,Food,332.16,0.13
CUSTS-6419,PlayStation Plus,23.3,Healthcare,290.86,0.03
CUSTS-4615,Adobe Creative Cloud,12.66,Entertainment,381.99,0.56
CUSTS-9926,Apple Music,25.81,Entertainment,438.62,0.73
CUSTS-5065,Disney+,25.02,Entertainment,488.4,0.38
CUSTS-5399,Hulu,15.1,Entertainment,255.84,0.54
