Customer_ID,Net_Worth,Annual_Income,Risk_Appetite,Primary_Investment,Secondary_Investment,Savings_Percentage,Debt_to_Income_Ratio,Retirement_Fund,Preferred_Advisor
CUSTW-01184,4550905.42,76209.58,Low,Real Estate,Stocks,12.45,0.36,653630.47,None
CUSTW-01185,319476.74,88717.17,Low,Gold,Mutual Funds,23.98,0.72,828183.6,Robo-Advisor
CUSTW-01186,2233276.43,339891.23,Low,Stocks,Cryptocurrency,8.44,0.47,653524.79,None
CUSTW-01187,3544300.4,437929.09,Low,Real Estate,Stocks,33.65,0.57,611405.48,Robo-Advisor
CUSTW-01188,921600.75,306789.69,Low,Stocks,Gold,45.4,0.25,465251.95,Robo-Advisor
CUSTW-01189,142762.22,423885.65,Low,Real Estate,Stocks,44.71,0.26,703952.9,None
CUSTW-01190,2892450.3,475890.52,Moderate,Stocks,Cryptocurrency,37.16,0.16,492669.4,Human Financial Advisor
CUSTW-01191,805388.43,153158.37,High,Mutual Funds,Real Estate,14.99,0.3,665322.65,Robo-Advisor
CUSTW-01192,4803622.73,453472.82,Moderate,Gold,Savings,45.96,0.08,399651.81,Robo-Advisor
CUSTW-01193,2309369.56,307196.36,High,Savings,Cryptocurrency,41.5,0.45,791596.79,Human Financial Advisor
CUSTW-01194,4990115.03,64237.03,High,Cryptocurrency,Savings,35.54,0.61,713982.66,Human Financial Advisor
CUSTW-01195,2898140.47,442431.9,Moderate,Cryptocurrency,Real Estate,27.94,0.71,845387.97,None
CUSTW-01196,837516.76,401367.95,High,Stocks,Bonds,33.85,0.31,529494.26,Robo-Advisor
CUSTW-01197,179276.22,280865.02,Moderate,Savings,Bonds,9.24,0.26,327970.0,None
CUSTW-01198,4696082.74,91817.55,Low,Stocks,Mutual Funds,19.79,0.5,641453.11,None
CUSTW-01199,2350391.09,343963.7,Moderate,Real Estate,Gold,9.26,0.9,838673.96,Human Financial Advisor
CUSTW-01200,404939.98,285419.68,Moderate,Real Estate,Bonds,33.22,0.76,136213.14,Robo-Advisor
CUSTW-01201,4163435.29,327602.3,Low,Cryptocurrency,Stocks,36.08,0.73,258875.75,Human Financial Advisor
CUSTW-01202,3691235.36,142453.55,Moderate,Bonds,Mutual Funds,7.7,0.67,909707.9,None
CUSTW-01203,2923604.03,71107.33,High,Cryptocurrency,Savings,7.98,0.13,168867.24,None
CUSTW-01204,1575073.92,335765.66,Moderate,Stocks,Mutual Funds,30.73,0.94,36549.99,Human Financial Advisor
CUSTW-01205,4622664.1,144606.9,Low,Mutual Funds,Bonds,14.61,0.05,312644.32,Robo-Advisor
CUSTW-01206,116582.14,344840.13,Low,Bonds,Gold,16.36,0.17,704711.62,Robo-Advisor
CUSTW-01207,3427339.53,377726.85,Low,Mutual Funds,Bonds,19.34,0.26,827679.27,Human Financial Advisor
CUSTW-01208,2334608.62,180161.02,Moderate,Cryptocurrency,Stocks,40.38,0.6,606342.12,None
CUSTW-01209,2880988.9,411222.83,Low,Real Estate,Savings,47.84,0.11,976452.32,Human Financial Advisor
CUSTW-01210,2303020.02,271019.24,High,Stocks,Mutual Funds,7.22,0.16,756201.33,Human Financial Advisor
CUSTW-01211,981793.97,272666.38,High,Cryptocurrency,Stocks,40.06,0.0,438065.81,Human Financial Advisor
CUSTW-01212,997683.13,473771.05,Low,Bonds,Gold,16.05,0.74,148332.76,Robo-Advisor
CUSTW-01213,1487973.24,400531.84,High,Gold,Bonds,13.86,0.46,550421.2,Robo-Advisor
CUSTW-01214,4535189.06,94631.38,Low,Cryptocurrency,Real Estate,18.24,0.93,707430.44,None
CUSTW-01215,281074.12,304072.98,Moderate,Gold,Bonds,33.21,0.54,464471.87,Human Financial Advisor
CUSTW-01216,4506974.92,194814.07,Low,Mutual Funds,Bonds,44.31,0.64,138552.74,None
CUSTW-01217,1931497.16,336921.42,Moderate,Gold,Real Estate,9.84,0.5,657676.34,None
CUSTW-01218,1344867.4,196423.05,Moderate,Mutual Funds,Bonds,37.61,0.51,708181.31,None
CUSTW-01219,1450647.7,276777.7,Low,Stocks,Savings,14.24,0.04,359337.06,Human Financial Advisor
CUSTW-01220,4736231.3,277117.38,Moderate,Real Estate,Stocks,39.92,0.55,323882.94,Robo-Advisor
CUSTW-01221,1382634.63,150053.11,High,Real Estate,Stocks,24.93,0.94,141585.77,Robo-Advisor
CUSTW-01222,1129267.89,406757.04,Moderate,Real Estate,Savings,34.6,0.9,722599.9,Robo-Advisor
CUSTW-01223,2872993.2,301438.5,Moderate,Gold,Stocks,35.59,0.09,799232.21,Human Financial Advisor
CUSTW-01224,4780804.5,33716.41,Low,Gold,Bonds,32.91,0.15,37243.67,Robo-Advisor
CUSTW-01225,1762265.61,335859.14,Low,Savings,Bonds,42.78,0.73,700208.32,None
CUSTW-01226,2129641.6,290248.01,High,Cryptocurrency,Real Estate,10.56,0.91,637018.67,Robo-Advisor
CUSTW-01227,3836073.24,221986.61,High,Real Estate,Stocks,36.88,0.64,881301.02,Human Financial Advisor
CUSTW-01228,2165726.02,423684.66,Low,Savings,Stocks,30.74,0.15,978409.74,None
CUSTW-01229,4595954.68,279882.46,Moderate,Bonds,Stocks,7.43,0.12,566025.7,None
CUSTW-01230,3952640.84,279131.73,Low,Cryptocurrency,Savings,33.34,0.02,382430.86,Robo-Advisor
CUSTW-01231,374604.13,405248.9,Moderate,Savings,Stocks,42.27,0.98,924787.54,Robo-Advisor
CUSTW-01232,2544600.19,349174.87,Low,Gold,Cryptocurrency,43.97,0.31,506775.85,Human Financial Advisor
CUSTW-01233,2258207.88,91651.64,Low,Savings,Mutual Funds,25.34,0.36,698297.93,None
CUSTW-01234,4189575.25,219070.12,High,Stocks,Bonds,36.85,0.32,729505.09,Robo-Advisor
CUSTW-01235,4969897.39,328502.61,Low,Gold,Bonds,5.89,0.77,585504.25,None
CUSTW-01236,802538.09,403859.3,High,Real Estate,Bonds,40.69,0.51,485634.75,Human Financial Advisor
CUSTW-01237,4159605.81,492456.24,Moderate,Mutual Funds,Cryptocurrency,30.03,0.67,390831.73,Human Financial Advisor
CUSTW-01238,2670703.63,132874.59,Low,Gold,Mutual Funds,33.95,0.28,431966.21,None
CUSTW-01239,3832150.02,192902.98,Moderate,Stocks,Mutual Funds,31.4,0.2,861831.22,Robo-Advisor
CUSTW-01240,1222803.16,437626.0,Low,Bonds,Real Estate,8.51,0.66,642842.42,Robo-Advisor
CUSTW-01241,3762168.07,190261.39,Moderate,Stocks,Mutual Funds,29.1,0.03,962169.17,Robo-Advisor
CUSTW-01242,60610.58,88587.01,Moderate,Mutual Funds,Savings,11.88,0.07,73387.34,None
CUSTW-01243,1569166.63,389007.64,Low,Mutual Funds,Gold,41.6,0.78,770092.74,Human Financial Advisor
CUSTW-01244,815206.83,104311.73,Low,Stocks,Real Estate,9.54,0.36,93755.35,Robo-Advisor
CUSTW-01245,1723198.3,425355.03,High,Stocks,Cryptocurrency,24.12,0.44,162188.28,Human Financial Advisor
CUSTW-01246,1576237.6,259011.92,High,Bonds,Real Estate,16.75,0.42,840526.51,None
CUSTW-01247,2242053.18,141862.57,Moderate,Cryptocurrency,Mutual Funds,11.04,0.66,156138.37,Human Financial Advisor
CUSTW-01248,600198.09,238459.2,Moderate,Stocks,Mutual Funds,45.73,0.36,399836.03,None
CUSTW-01249,2595797.03,164738.94,High,Mutual Funds,Cryptocurrency,9.55,0.03,563316.74,Human Financial Advisor
CUSTW-01250,1415380.62,199193.38,Low,Gold,Cryptocurrency,27.19,0.71,319061.43,Robo-Advisor
CUSTW-01251,4312169.33,169997.22,High,Savings,Real Estate,16.21,0.56,215136.52,None
CUSTW-01252,3652585.57,117535.54,Moderate,Bonds,Gold,8.48,1.0,158851.99,Robo-Advisor
CUSTW-01253,946627.16,123679.69,Low,Bonds,Gold,24.19,0.16,863570.27,Robo-Advisor
CUSTW-01254,1261866.29,479676.44,Low,Stocks,Real Estate,8.03,0.36,368535.44,Human Financial Advisor
CUSTW-01255,3490494.01,239632.61,Low,Stocks,Bonds,30.95,0.2,566192.78,Human Financial Advisor
CUSTW-01256,1040204.46,258791.72,High,Bonds,Cryptocurrency,20.23,0.79,337417.29,None
CUSTW-01257,4066288.85,302816.67,High,Real Estate,Stocks,8.71,0.29,945328.46,Robo-Advisor
CUSTW-01258,3060852.67,139172.75,Moderate,Bonds,Gold,42.15,0.6,210414.47,None
CUSTW-01259,3570332.63,357061.33,Moderate,Savings,Stocks,11.0,0.07,635747.96,Robo-Advisor
CUSTW-01260,2512750.09,143268.98,Low,Bonds,Mutual Funds,20.23,0.7,821518.08,None
CUSTW-01261,3120322.26,497554.37,High,Real Estate,Gold,11.9,0.24,674679.94,Human Financial Advisor
CUSTW-01262,3202827.02,381639.63,Moderate,Savings,Real Estate,28.35,0.21,775086.11,None
CUSTW-01263,4234159.88,80274.01,High,Cryptocurrency,Gold,23.43,0.78,727911.46,Robo-Advisor
CUSTW-01264,4110966.82,329807.6,Moderate,Stocks,Mutual Funds,18.31,0.23,170468.23,Human Financial Advisor
CUSTW-01265,1288983.89,170224.61,Moderate,Bonds,Cryptocurrency,36.64,0.06,370786.56,None
CUSTW-01266,2992775.0,117636.13,High,Bonds,Mutual Funds,15.42,0.61,422087.2,Robo-Advisor
CUSTW-01267,665318.96,451373.88,High,Savings,Cryptocurrency,23.46,0.07,845325.91,None
CUSTW-01268,3262407.33,380847.82,Moderate,Gold,Stocks,46.25,0.87,660005.12,Robo-Advisor
CUSTW-01269,70979.75,173505.56,Low,Real Estate,Savings,33.33,0.24,136583.93,Human Financial Advisor
CUSTW-01270,2249338.83,397853.06,Low,Mutual Funds,Gold,43.13,0.09,452832.41,None
CUSTW-01271,4314447.25,363404.45,Low,Cryptocurrency,Gold,10.4,0.05,434473.35,Human Financial Advisor
CUSTW-01272,424155.3,296205.86,Moderate,Bonds,Mutual Funds,36.84,0.55,682681.87,Robo-Advisor
CUSTW-01273,2744595.87,187644.57,Low,Stocks,Bonds,46.75,0.58,123936.05,None
CUSTW-01274,344890.11,472869.32,Low,Stocks,Cryptocurrency,8.57,0.55,557498.97,Human Financial Advisor
CUSTW-01275,2988718.5,242223.1,Moderate,Bonds,Real Estate,21.72,0.9,506554.65,Human Financial Advisor
CUSTW-01276,4857436.03,330439.15,Low,Cryptocurrency,Mutual Funds,11.79,0.92,705072.88,None
CUSTW-01277,4440599.56,118048.15,High,Mutual Funds,Savings,40.64,0.12,432244.68,Robo-Advisor
CUSTW-01278,3700331.85,342068.27,Moderate,Stocks,Bonds,8.97,0.28,419200.61,Human Financial Advisor
CUSTW-01279,772551.23,73862.7,Moderate,Bonds,Gold,29.1,0.43,997263.23,Robo-Advisor
CUSTW-01280,3698449.24,335422.5,Moderate,Gold,Bonds,9.71,0.49,846922.6,None
CUSTW-01281,3714245.11,354915.96,High,Stocks,Mutual Funds,37.03,0.12,916571.47,Human Financial Advisor
CUSTW-01282,1119080.85,360492.21,Moderate,Cryptocurrency,Real Estate,5.26,0.42,679313.32,None
CUSTW-01283,2410981.21,262035.88,Low,Bonds,Real Estate,11.32,0.73,781952.12,Robo-Advisor
CUSTW-01284,4407290.79,93422.46,Moderate,Real Estate,Cryptocurrency,19.32,0.19,908537.6,Robo-Advisor
CUSTW-01285,3985602.19,353539.12,Low,Bonds,Stocks,6.98,0.56,657396.35,Robo-Advisor
CUSTW-01286,4014756.21,182373.55,Low,Mutual Funds,Stocks,23.78,0.83,462141.48,None
CUSTW-01287,4353004.69,230312.1,Moderate,Stocks,Savings,27.34,0.93,683515.46,Robo-Advisor
CUSTW-01288,2062809.03,153519.87,High,Cryptocurrency,Bonds,27.99,0.26,467977.31,Robo-Advisor
CUSTW-01289,2113132.82,261807.59,Low,Gold,Real Estate,6.01,0.5,153378.83,None
CUSTW-01290,14871.54,497308.76,Moderate,Savings,Mutual Funds,9.6,0.61,807161.62,None
CUSTW-01291,3586996.79,116738.9,Low,Stocks,Mutual Funds,43.41,0.36,939311.11,Robo-Advisor
CUSTW-01292,4278190.58,411096.28,Low,Real Estate,Stocks,23.96,0.84,278013.84,None
CUSTW-01293,3902813.25,269991.26,Moderate,Real Estate,Bonds,33.45,0.96,994272.12,None
CUSTW-01294,939295.59,219268.55,High,Bonds,Real Estate,14.48,0.25,865483.11,Robo-Advisor
CUSTW-01295,1056302.55,89340.84,Moderate,Savings,Gold,6.15,0.81,46663.14,None
CUSTW-01296,36108.75,187532.79,Low,Cryptocurrency,Real Estate,23.99,0.59,358810.99,Robo-Advisor
CUSTW-01297,1545356.08,295312.04,Moderate,Bonds,Mutual Funds,41.8,0.53,592419.95,None
CUSTW-01298,3016077.68,229712.97,Low,Gold,Real Estate,30.43,0.58,742532.01,Robo-Advisor
CUSTW-01299,4106740.0,375080.34,High,Savings,Bonds,23.44,0.98,62372.17,Human Financial Advisor
CUSTW-01300,1240866.95,373367.8,High,Gold,Real Estate,11.71,0.93,566208.0,Robo-Advisor
CUSTW-01301,4459580.78,273024.43,High,Cryptocurrency,Bonds,22.11,0.54,204879.9,Human Financial Advisor
CUSTW-01302,4027830.66,229761.81,Moderate,Savings,Mutual Funds,13.27,0.36,684008.41,Robo-Advisor
CUSTW-01303,2897473.9,141813.74,Low,Bonds,Cryptocurrency,12.35,0.93,329104.21,None
CUSTW-01304,421571.35,354545.58,Low,Real Estate,Bonds,11.5,0.25,397423.59,Robo-Advisor
CUSTW-01305,4216698.2,208546.81,Low,Mutual Funds,Gold,18.46,0.23,960249.78,Robo-Advisor
CUSTW-01306,1498630.38,144482.29,Low,Cryptocurrency,Stocks,33.53,0.65,485687.56,Robo-Advisor
CUSTW-01307,825593.88,441884.56,High,Cryptocurrency,Stocks,39.55,0.63,797844.05,Robo-Advisor
CUSTW-01308,2776325.96,179975.83,Moderate,Bonds,Savings,28.45,0.08,491634.35,None
CUSTW-01309,4069554.29,431758.15,Low,Savings,Cryptocurrency,13.12,0.5,172122.64,Robo-Advisor
CUSTW-01310,1101978.79,173246.14,Moderate,Gold,Mutual Funds,41.43,0.28,885949.96,None
CUSTW-01311,222020.42,194125.33,Moderate,Cryptocurrency,Stocks,46.61,0.44,182776.11,Robo-Advisor
CUSTW-01312,3690033.93,55170.38,Moderate,Gold,Bonds,6.18,0.9,97583.44,Human Financial Advisor
CUSTW-01313,1335851.92,229417.77,Low,Stocks,Mutual Funds,13.86,0.82,808591.55,None
CUSTW-01314,4114064.19,189293.62,Moderate,Mutual Funds,Real Estate,21.2,0.79,415313.95,Human Financial Advisor
CUSTW-01315,4447602.68,167854.05,Moderate,Real Estate,Savings,13.77,0.56,135328.86,Robo-Advisor
CUSTW-01316,1622782.34,484163.16,Low,Savings,Gold,21.06,0.1,272426.16,None
CUSTW-01317,3635896.15,315755.11,High,Stocks,Mutual Funds,39.8,0.75,667868.27,Human Financial Advisor
CUSTW-01318,812885.78,235747.02,High,Bonds,Real Estate,12.21,0.39,84927.49,Human Financial Advisor
CUSTW-01319,4698852.28,166107.04,Moderate,Gold,Cryptocurrency,42.72,0.37,991587.39,Robo-Advisor
CUSTW-01320,3485199.22,185263.71,Moderate,Stocks,Bonds,25.03,0.37,243239.4,Robo-Advisor
CUSTW-01321,2436948.91,171927.54,Low,Real Estate,Mutual Funds,20.98,0.21,606038.71,Robo-Advisor
CUSTW-01322,2978429.36,303605.6,Low,Cryptocurrency,Gold,30.62,0.65,408602.77,Robo-Advisor
CUSTW-01323,2157908.39,153972.78,High,Real Estate,Gold,29.67,0.62,967613.79,Robo-Advisor
CUSTW-01324,4168231.31,358287.61,Low,Gold,Savings,7.53,0.93,760109.66,None
CUSTW-01325,2116553.11,434317.84,High,Stocks,Mutual Funds,32.72,0.4,428660.51,Robo-Advisor
CUSTW-01326,94501.06,386427.56,Low,Bonds,Mutual Funds,48.8,0.23,652207.55,None
CUSTW-01327,4877527.51,155035.42,Low,Gold,Bonds,30.38,0.18,590993.6,Human Financial Advisor
CUSTW-01328,206770.38,125008.3,Moderate,Savings,Mutual Funds,13.25,0.27,677189.17,None
CUSTW-01329,3451039.05,464684.23,Moderate,Savings,Gold,9.95,0.43,306881.57,Robo-Advisor
CUSTW-01330,2440305.85,478836.52,Low,Savings,Gold,7.05,0.18,123058.73,Robo-Advisor
CUSTW-01331,2107012.23,400832.33,High,Savings,Stocks,23.66,0.04,783128.15,None
CUSTW-01332,674755.01,117943.98,Low,Real Estate,Mutual Funds,11.81,0.49,505793.66,None
CUSTW-01333,751236.02,316623.81,Moderate,Stocks,Cryptocurrency,12.42,0.6,392546.85,None
CUSTW-01334,4594688.89,485392.33,High,Mutual Funds,Cryptocurrency,17.08,0.15,967956.02,Robo-Advisor
CUSTW-01335,2916162.86,376043.84,High,Gold,Mutual Funds,14.41,0.2,850730.41,Human Financial Advisor
CUSTW-01336,3366593.02,465252.75,High,Stocks,Bonds,7.32,0.14,278014.45,None
CUSTW-01337,4318164.69,295567.37,Low,Cryptocurrency,Bonds,14.34,0.0,143423.67,None
CUSTW-01338,925361.16,397936.12,Low,Gold,Real Estate,12.28,0.3,834766.74,Robo-Advisor
CUSTW-01339,131547.02,129221.79,Moderate,Cryptocurrency,Gold,11.06,0.38,231734.32,Robo-Advisor
CUSTW-01340,1883116.16,276890.37,Moderate,Real Estate,Cryptocurrency,41.26,0.68,205143.26,Human Financial Advisor
CUSTW-01341,2596220.09,241810.11,Low,Real Estate,Stocks,5.09,0.57,265175.85,None
CUSTW-01342,4986738.7,416345.02,Moderate,Real Estate,Stocks,25.44,0.67,85669.13,Robo-Advisor
CUSTW-01343,932306.43,428513.75,Moderate,Real Estate,Cryptocurrency,30.38,0.28,610136.24,None
CUSTW-01344,3862759.96,333587.05,Moderate,Bonds,Savings,5.87,0.24,930876.04,None
CUSTW-01345,365377.36,366395.29,Moderate,Real Estate,Cryptocurrency,42.4,0.69,697675.15,Human Financial Advisor
CUSTW-01346,1341603.82,388684.2,Low,Gold,Real Estate,17.3,0.91,595004.42,Robo-Advisor
CUSTW-01347,1107127.64,391411.22,Low,Savings,Cryptocurrency,24.77,0.03,123815.08,Robo-Advisor
CUSTW-01348,3407186.0,499602.0,High,Bonds,Savings,29.69,0.27,186419.96,None
CUSTW-01349,2473830.87,395782.67,High,Mutual Funds,Gold,34.65,0.01,527007.62,Robo-Advisor
CUSTW-01350,4773852.63,95498.85,Low,Cryptocurrency,Bonds,39.03,0.08,733339.17,Human Financial Advisor
CUSTW-01351,2276729.1,190413.95,Moderate,Cryptocurrency,Savings,18.27,0.15,570305.44,None
CUSTW-01352,1713963.73,124377.93,Moderate,Bonds,Gold,26.41,0.89,563542.54,Human Financial Advisor
CUSTW-01353,4053997.84,399566.39,Low,Stocks,Mutual Funds,47.33,0.04,320486.1,None
CUSTW-01354,2229258.93,212495.15,High,Bonds,Stocks,44.99,0.82,778847.32,Human Financial Advisor
CUSTW-01355,4160267.55,258533.98,Low,Mutual Funds,Bonds,13.88,0.26,424659.36,None
CUSTW-01356,4670699.71,461939.76,High,Gold,Stocks,42.82,0.23,412415.45,None
CUSTW-01357,4197052.65,446009.73,Moderate,Cryptocurrency,Bonds,37.52,0.67,196707.36,Robo-Advisor
CUSTW-01358,3034020.13,190507.71,High,Savings,Cryptocurrency,20.69,0.87,87069.35,Human Financial Advisor
CUSTW-01359,834294.59,419398.65,Low,Mutual Funds,Bonds,25.66,0.52,511238.32,Robo-Advisor
CUSTW-01360,4053522.78,446166.08,Low,Bonds,Stocks,15.21,0.88,484805.98,Robo-Advisor
CUSTW-01361,3336394.69,268540.01,Moderate,Stocks,Cryptocurrency,30.88,0.53,102286.45,None
CUSTW-01362,415077.06,498615.47,Moderate,Cryptocurrency,Mutual Funds,33.3,0.97,185064.42,Human Financial Advisor
CUSTW-01363,714797.41,367430.5,Low,Mutual Funds,Bonds,46.77,0.51,971949.49,Robo-Advisor
CUSTW-01364,2974555.41,339359.17,Low,Bonds,Mutual Funds,25.78,0.93,555586.17,Robo-Advisor
CUSTW-01365,3398405.56,332619.08,Low,Mutual Funds,Stocks,44.41,0.95,581491.17,Human Financial Advisor
CUSTW-01366,1578219.92,329460.27,High,Stocks,Cryptocurrency,14.38,0.86,29727.96,Robo-Advisor
CUSTW-01367,3934709.61,268758.8,High,Mutual Funds,Cryptocurrency,48.5,0.47,818148.67,Robo-Advisor
CUSTW-01368,3259616.48,462075.79,Low,Real Estate,Gold,27.34,0.94,125291.61,Human Financial Advisor
CUSTW-01369,3908233.45,153782.3,Low,Gold,Bonds,9.82,0.78,183193.68,Human Financial Advisor
CUSTW-01370,193963.62,299723.99,Moderate,Mutual Funds,Gold,22.93,0.84,563838.67,Human Financial Advisor
CUSTW-01371,317004.12,171172.5,Low,Savings,Gold,38.27,0.56,288220.68,Human Financial Advisor
CUSTW-01372,716244.67,497949.47,High,Stocks,Savings,15.45,0.12,313777.42,Human Financial Advisor
CUSTW-01373,2008920.11,138702.94,Low,Savings,Gold,49.42,0.59,781520.36,None
CUSTW-01374,2137190.87,103547.54,Low,Savings,Gold,33.13,0.36,794441.17,None
CUSTW-01375,2004905.63,63117.83,Moderate,Real Estate,Stocks,29.61,0.14,977440.44,Human Financial Advisor
CUSTW-01376,12615.46,48528.54,High,Mutual Funds,Cryptocurrency,23.25,0.51,785947.72,None
CUSTW-01377,4404003.63,345293.14,Moderate,Cryptocurrency,Savings,20.76,0.98,103301.3,None
CUSTW-01378,3475619.05,242072.55,High,Gold,Savings,40.23,0.68,412646.77,Robo-Advisor
CUSTW-01379,2007681.3,174639.12,Low,Mutual Funds,Savings,22.13,0.34,848751.54,Robo-Advisor
CUSTW-01380,3437631.88,424416.74,High,Real Estate,Cryptocurrency,39.89,0.56,180456.16,Robo-Advisor
CUSTW-01381,2519918.11,244759.58,Moderate,Savings,Bonds,45.42,0.36,154576.94,None
CUSTW-01382,2381649.16,319862.35,Moderate,Gold,Mutual Funds,17.67,0.75,359317.72,None
CUSTW-01383,718952.29,307435.3,Moderate,Real Estate,Stocks,19.72,0.37,324277.78,None
CUSTW-01384,2055048.09,474194.96,Low,Real Estate,Stocks,12.76,0.1,667236.86,Robo-Advisor
CUSTW-01385,4017378.92,372943.52,Moderate,Mutual Funds,Bonds,44.06,0.39,439965.25,Robo-Advisor
CUSTW-01386,3781711.33,385025.71,High,Mutual Funds,Cryptocurrency,36.14,0.96,435319.82,Human Financial Advisor
CUSTW-01387,1031116.7,436439.17,High,Bonds,Real Estate,31.88,0.71,878742.45,Human Financial Advisor
CUSTW-01388,2257594.49,369959.53,Low,Mutual Funds,Gold,15.1,0.57,844558.84,None
CUSTW-01389,2380058.68,367349.91,High,Real Estate,Savings,13.9,0.77,724299.6,Human Financial Advisor
CUSTW-01390,4265203.95,372732.47,Moderate,Real Estate,Bonds,42.43,0.15,550993.97,None
CUSTW-01391,1291704.68,473543.11,Moderate,Mutual Funds,Stocks,35.23,0.18,575638.34,Robo-Advisor
CUSTW-01392,2307332.63,386271.4,Low,Bonds,Gold,37.84,0.61,332173.05,Human Financial Advisor
CUSTW-01393,1515838.88,409716.54,Low,Real Estate,Mutual Funds,43.54,0.39,391202.57,Human Financial Advisor
CUSTW-01394,3890967.39,485685.8,Low,Mutual Funds,Savings,22.63,0.07,448944.28,None
CUSTW-01395,4903617.93,496816.58,Moderate,Stocks,Cryptocurrency,48.64,0.04,119744.42,None
CUSTW-01396,2959074.89,104126.39,Low,Real Estate,Savings,43.39,0.93,820602.37,None
CUSTW-01397,2507032.03,358166.25,High,Bonds,Real Estate,42.62,0.25,260534.37,None
CUSTW-01398,1584119.23,480065.41,High,Stocks,Savings,25.98,0.71,743225.26,None
CUSTW-01399,4370238.77,319793.6,High,Mutual Funds,Stocks,36.76,0.1,254763.07,Robo-Advisor
CUSTW-01400,571931.02,258879.39,High,Cryptocurrency,Savings,46.45,0.73,258001.61,None
CUSTW-01401,2026504.89,154247.97,Low,Bonds,Real Estate,30.3,0.83,723531.89,Human Financial Advisor
CUSTW-01402,4368995.86,318147.13,High,Stocks,Bonds,43.45,0.62,995276.61,None
CUSTW-01403,2941699.62,363235.32,Moderate,Bonds,Real Estate,23.38,0.53,768122.87,Human Financial Advisor
CUSTW-01404,3698062.99,180647.89,Moderate,Real Estate,Cryptocurrency,11.09,0.97,125020.91,None
CUSTW-01405,3695584.91,484861.47,High,Cryptocurrency,Stocks,6.69,0.1,5554.51,Robo-Advisor
CUSTW-01406,2686509.2,364903.84,High,Gold,Cryptocurrency,21.57,0.26,454911.45,Robo-Advisor
CUSTW-01407,4335602.93,163276.66,Low,Gold,Cryptocurrency,32.34,0.0,179101.69,Human Financial Advisor
CUSTW-01408,137914.39,465858.2,Moderate,Stocks,Mutual Funds,34.85,0.55,635450.65,Robo-Advisor
CUSTW-01409,1908621.35,476088.23,Moderate,Stocks,Cryptocurrency,17.24,0.95,698152.54,None
CUSTW-01410,3683472.78,367571.85,High,Bonds,Cryptocurrency,38.37,0.46,534153.47,Human Financial Advisor
CUSTW-01411,2035958.38,52040.66,Moderate,Real Estate,Savings,38.86,0.56,927080.02,Robo-Advisor
CUSTW-01412,2928780.29,166005.47,Low,Bonds,Cryptocurrency,35.5,0.68,650505.42,None
CUSTW-01413,1688453.7,213768.22,Low,Savings,Real Estate,47.6,0.62,634765.56,Robo-Advisor
CUSTW-01414,2136021.54,405852.77,Low,Cryptocurrency,Real Estate,22.93,0.22,3918.81,Human Financial Advisor
CUSTW-01415,4522797.25,238947.78,Moderate,Gold,Cryptocurrency,39.73,0.35,650359.62,Robo-Advisor
CUSTW-01416,3627497.95,55196.08,High,Savings,Bonds,20.96,0.02,322277.83,Human Financial Advisor
CUSTW-01417,2085637.06,364629.74,Moderate,Cryptocurrency,Gold,22.73,0.31,479934.79,Human Financial Advisor
CUSTW-01418,3823753.08,221515.62,Low,Real Estate,Mutual Funds,23.88,0.66,265749.05,Human Financial Advisor
CUSTW-01419,3504790.99,459042.28,Moderate,Savings,Real Estate,17.64,0.56,912399.0,Human Financial Advisor
CUSTW-01420,3273577.3,304156.57,Low,Stocks,Real Estate,46.29,0.86,985731.41,Human Financial Advisor
CUSTW-01421,3547446.12,241543.73,High,Cryptocurrency,Mutual Funds,16.49,0.84,136146.13,None
